ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
81,5,,,,,5,70,,40,20,1,17,,,,,,,,,,,,,,,,,,,5,,,40000,
75,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,40000,
80,5,7,,,,1,90,,90,20,2,17,,,,,,,,,,,,,,,,50000,,,5,,,9999998,
84,5,,,,,5,998,,,,2,10,,,,,,,,,,,,,,,,,70000,,5,,,6000,300
85,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,90,,10,10,2,16,,,,,,,,,,,,,,,,,,,5,,,100000,
82,5,,,,,5,20,,10,30,2,12,,,,,,,,,,,,,,,,,,,5,,,11000,
86,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,,,,,
82,5,,,,,5,30,,30,20,1,8,,,,,,,,,,,,,,,,,,,1,25000,,4000,
71,5,,,,,5,30,,30,30,2,10,,,,,,,,,,,,,,,,,,,1,25000,,4000,
87,5,,,,,5,999,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
87,5,6,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
79,5,,,,,5,,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,4000,
78,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,525000,
66,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,525000,
84,5,,,,,5,50,2,,,1,12,10,10,10,10,999,10,1,8,8,8,8,8,99,8,6,,,,1,250000,,30000,150000
84,5,,,,,5,70,,70,50,2,12,,,,,,,,,,,,,,,,,,,5,,,2500,9000
87,5,,,,,5,0,,,0,2,12,,,,,,,,,,,,,,,,,,,5,,,,
81,4,,,,,5,25,,20,50,2,11,,,,,,,,,,,,,,,,,,,5,,,,
82,1,3,,,,1,60,,80,998,2,11,,,,,,,,,,,,,,,,,,,5,,,305,
84,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,8000,
87,5,,,,,5,0,,,10,2,12,,,,,,,,,,,,,,,,,,,5,,,500,
82,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,600000,,5,,,200000,
79,5,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,600000,,5,,,200000,
82,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,9999998,990000,250000
87,5,,,,,5,70,,30,5,1,16,,,,,,,,,,,,,,,,,,,5,,,42000,15000
84,5,,,,,5,80,,80,10,2,12,,,,,,,,,,,,,,,,,,,5,,,42000,15000
86,5,,,,,5,100,,50,,1,17,,,,,,,,,,,,,,,,,,,5,,,,
82,1,,,,,1,0,,,0,2,12,,,,,,,,,,,,,,,,25001,,,5,,,70000,
83,4,,,,,5,,,,,2,4,,,,,,,,,,,,,,,,,,,5,,,,
82,4,,,,,5,10,,5,10,2,13,,,,,,,,,,,,,,,,,,,5,,,12000,
80,5,,,,,5,10,,10,50,2,13,,,,,,,,,,,,,,,,,,,5,,,5000,
83,5,,,,,5,90,,10,0,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
80,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,42000,,28000,
88,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
84,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
86,5,,,,,5,20,,10,20,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
76,6,,,,,5,,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,70000,
85,6,,,,,5,20,,20,50,2,16,,,,,,,,,,,,,,,,,,,9,,,,
90,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,9,,,,
79,5,,,,,5,40,,50,50,1,16,,,,,,,,,,,,,,,,,,,1,5000,,16000,6000
78,6,,,,,5,50,8,,,2,12,,,,,,,,,,,,,,,,,,,1,5000,,16000,6000
82,5,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
88,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,346000,,209000,
67,5,,,,,5,30,,5,5,2,14,,,,,,,,,,,,,,,,,,,5,,,,
93,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
82,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
77,5,,,,,5,5,,5,5,2,12,,,,,,,,,,,,,,,,,,,,,,,
80,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,68782,
73,5,,,,,5,60,,20,20,2,13,,,,,,,,,,,,,,,,,,,5,,,68782,
88,5,,,,,5,,,,,2,15,,,,,,,,,,,,,,,,,,,1,15000,,3000,
79,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,999999998,,1,999999998,,4000,
81,5,,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
80,5,,,,,5,60,,60,0,1,12,0,0,0,0,0,0,1,7,9,9,10,10,10,6,7,,,,5,,,94063,40210
80,5,,,,,5,-8,,-8,,2,17,,,,,,,,,,,,,,,,,,,5,,,1350,
79,5,,,,,5,10,,10,80,2,12,,,,,,,,,,,,,,,,,,,1,250000,,2200,
87,5,,,,,5,75,,75,-8,1,13,,,,,,,,,,,,,,,,,,,1,250000,,2200,
79,5,,,,,5,999,,,,2,6,,,,,,,,,,,,,,,,,900000,,5,,,100000,
81,5,,,,,1,998,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,15000,
80,5,,,,,5,0,,,10,2,12,10,10,10,0,0,0,1,9,9,9,9,8,8,8,7,,,,5,,,15000,
82,5,,,,,5,75,,40,50,1,17,,,,,,,,,,,,,,,,,,,5,,,40000,225000
79,5,6,,,,5,20,,998,,2,10,,,,,,,,,,,,,,,,,80000,,5,,,80000,
88,5,,,,,5,40,,5,20,2,17,,,,,,,,,,,,,,,,,,,1,100000,9999998,17000,
89,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,30000
76,5,,,,,5,60,,30,20,2,16,,,,,,,,,,,,,,,,,,,5,,,6000,30000
79,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
81,5,,,,,5,10,,2,2,1,8,,,,,,,,,,,,,,,,,,,1,3200000,,,
81,5,,,,,5,100,,90,,2,12,,,,,,,,,,,,,,,,,,,1,3200000,,,
79,5,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
78,5,,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
85,5,,,,,5,0,,,998,1,14,,,,,,,,,,,,,,,,,,,9,,,,
92,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,
82,5,,,,,5,100,,50,,1,15,,,,,,,,,,,,,,,,,,,5,,,5000,
81,5,,,,,5,40,,50,50,1,16,,,,,,,,,,,,,,,,,,,5,,,105000,
82,5,,,,,5,10,,5,5,1,12,100,80,80,100,100,50,1,8,8,10,8,6,10,8,10,,,,5,,,1000,
82,5,,,,,5,75,,50,40,1,15,30,50,20,30,15,20,1,6,5,4,8,7,7,5,4,,,,1,500000,500000,180000,45000
84,6,,,,,5,30,,50,80,2,14,,,,,,,,,,,,,,,,,,,1,500000,500000,180000,45000
80,5,,,,,5,75,,50,40,1,17,,,,,,,,,,,,,,,,,,,1,999999998,,50000,
81,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,0,30000,1,999999999,9999998,50000,150000
81,5,,,,,5,30,,10,40,2,17,,,,,,,,,,,,,,,,,0,30000,1,999999999,9999998,50000,150000
79,5,,,,,5,35,,10,70,1,17,,,,,,,,,,,,,,,,,,,5,,,134000,
86,5,,,,,5,100,,50,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,2000,
83,5,,,,,5,50,9,10,25,2,13,,,,,,,,,,,,,,,,,,,1,999999998,,2000,
84,5,,,,,5,20,,20,20,1,10,,,,,,,,,,,,,,,,,,,5,,,,
84,5,,,,,5,50,2,,,1,10,,,,,,,,,,,,,,,,,,,5,,,0,
81,5,,,,,5,10,,40,20,2,11,,,,,,,,,,,,,,,,,,,5,,,0,
89,5,,,,,5,10,,15,25,2,12,,,,,,,,,,,,,,,,,,,9,,,,
77,5,,,,,5,60,,50,45,2,13,,,,,,,,,,,,,,,,,,,5,,,40000,
85,5,,,,,5,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,9000,
79,5,,,,,5,100,,75,,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,
87,5,,,,,5,60,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
85,5,,,,,5,10,,20,-8,1,13,,,,,,,,,,,,,,,,,,,5,,,,
78,5,,,,,5,100,,10,,1,9,,,,,,,,,,,,,,,,,,,5,,,-8,
75,5,,,,,5,-8,,-8,,2,11,,,,,,,,,,,,,,,,,,,5,,,-8,
80,5,7,,,,5,10,,20,10,2,14,20,30,10,5,10,10,1,0,0,0,2,0,0,2,0,,,,5,,,,
88,5,,,,,5,,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,20000,
80,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,,,-8,-8,,,,
81,6,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,-8,-8,,,,
84,1,,,,,1,70,,50,10,1,13,,,,,,,,,,,,,,,,,,,5,,,8000,
78,5,,,,,5,60,,50,30,2,16,,,,,,,,,,,,,,,,,,,5,,,8000,
82,6,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
78,5,,,,,5,100,,20,,1,16,,,,,,,,,,,,,,,,,,,1,1000000,,9999998,
78,5,,,,,5,80,,60,30,2,17,,,,,,,,,,,,,,,,,,,1,1000000,,9999998,
84,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,150000,
87,5,,,,,5,80,,75,50,2,8,,,,,,,,,,,,,,,,,,,5,,,150000,
82,5,,,,,5,20,,0,0,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,12000,
86,4,,,,,5,998,,,,2,12,75,50,50,75,50,50,1,10,10,10,8,5,5,8,0,,,,5,,,,
78,4,5,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
78,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,10000,
73,5,,,,,5,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,10000,
82,5,,,,,5,70,,50,50,1,17,,,,,,,,,,,,,,,,,,,5,,,14000,
83,5,,,,,5,50,1,40,20,2,14,,,,,,,,,,,,,,,,,999999998,,1,80000,700,20000,
80,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,1,200000,9999998,130000,50000
77,4,5,,,,5,50,2,,,1,11,,,,,,,,,,,,,,,,,,,9,,,,
76,6,,,,,5,60,,60,40,2,12,,,,,,,,,,,,,,,,,,,9,,,,
84,5,,,,,5,0,,,0,1,12,,,,,,,,,,,,,,,,,,,5,,,,
61,3,,,,,5,,,,,2,12,1,1,1,1,1,1,1,7,9,9,9,7,7,7,1,,,,5,,,,
82,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,
79,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
78,5,6,,,,5,45,,40,5,2,12,,,,,,,,,,,,,,,,,,,,,,,
79,5,,,,,5,50,1,20,50,1,16,,,,,,,,,,,,,,,,,265000,,1,700000,,65000,
85,5,,,,,5,80,,80,30,1,14,10,10,50,5,5,25,1,8,8,8,7,9,9,7,0,,,300000,5,,,37000,
69,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,300000,5,,,37000,
87,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
85,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,4000,
87,4,5,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1000,
86,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,80000,,5,,,,
81,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,
87,5,,,,,5,30,,25,60,2,13,,,,,,,,,,,,,,,,,,,1,125000,,3500,
87,5,,,,,5,60,,5,20,1,12,,,,,,,,,,,,,,,,,,,1,125000,,3500,
70,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,9,,,4000,
78,2,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,9,,,4000,
82,5,6,,,,5,20,,20,50,2,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
82,5,,,,,5,25,,20,10,2,12,,,,,,,,,,,,,,,,,,,5,,,10000,9000
79,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
87,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
70,5,,,,,5,75,,75,10,2,17,15,15,15,15,15,15,1,5,5,5,5,5,5,5,5,,,,5,,,9999998,
79,5,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
75,5,,,,,5,90,,60,40,2,10,,,,,,,,,,,,,,,,,,,5,,,0,
80,5,,,,,5,15,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,1700,
81,5,,,,,5,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,1700,
88,5,,,,,5,10,,0,20,2,12,,,,,,,,,,,,,,,,,,,,,,,
81,5,1,,,,1,70,,40,20,1,17,,,,,,,,,,,,,,,,,,,1,3000,,20000,
87,4,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
76,5,,,,,5,10,,5,5,1,14,0,0,10,0,0,10,1,10,10,5,5,5,0,5,98,,,,5,,,,
80,5,,,,,5,40,,30,60,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,100000,220000
83,5,,,,,5,60,,60,40,1,14,,,,,,,,,,,,,,,,,,,1,999999998,,100000,220000
79,5,,,,,5,70,,40,70,1,13,,,,,,,,,,,,,,,,,,,5,,,,
78,5,6,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,5,,,,
96,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,100000,999999998
80,7,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,30000,
80,1,5,,,,1,30,,0,0,2,17,,,,,,,,,,,,,,,,5001,30000,,5,,,20000,
60,1,,,,,1,80,,80,10,2,14,,,,,,,,,,,,,,,,,,,5,,,200,
82,5,,,,,5,75,,30,20,1,8,,,,,,,,,,,,,,,,,,99999998,5,,,100,
80,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
77,5,,,,,5,100,,50,,2,12,,,,,,,,,,,,,,,,,,,5,,,250,
88,5,,,,,5,-8,,-8,,1,12,50,50,50,50,60,50,-8,8,7,5,10,1,2,1,0,,,,1,-8,,50000,
75,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,,,,,
69,5,,,,,5,60,,50,5,2,15,,,,,,,,,,,,,,,,25001,,,5,,,2500,
81,5,,,,,5,50,1,20,20,2,17,,,,,,,,,,,,,,,,,,,5,,,123000,
75,5,,,,,5,80,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,2000,
81,5,,,,,5,50,2,,,1,3,,,,,,,,,,,,,,,,,,,5,,,2000,
75,5,,,,,5,20,,5,20,2,9,,,,,,,,,,,,,,,,,,,5,,,2000,
81,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,99999998,5,,,9999998,
86,6,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,500000,5,,,250000,250000
84,5,,,,,5,0,,,998,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
72,5,,,,,5,10,,20,20,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
80,5,,,,,5,0,,,50,1,12,,,,,,,,,,,,,,,,,,,5,,,40000,10000
79,5,,,,,5,75,,50,20,2,15,,,,,,,,,,,,,,,,,,,1,26000,,50000,
62,3,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,1,26000,,50000,
80,7,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,1,
83,4,5,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,10000,
91,5,,,,,5,40,,20,10,2,15,,,,,,,,,,,,,,,,,,,8,,100000,,
85,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
75,6,,,,,5,10,,10,10,2,12,0,5,0,4,0,3,1,10,0,0,0,5,5,1,0,,,,5,,,1000,
78,5,,,,,5,70,,10,15,1,16,,,,,,,,,,,,,,,,,,,5,,461000,256000,
70,5,,,,,5,10,,5,50,2,16,,,,,,,,,,,,,,,,,,,5,,461000,256000,
81,6,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
81,3,,,,,1,20,,40,60,1,14,,,,,,,,,,,,,,,,25001,,,5,,,9999999,
66,5,,,,,5,0,,,100,2,17,,,,,,,,,,,,,,,,,,,5,,,,
83,6,5,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
84,5,,,,,5,20,,50,5,1,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
84,5,,,,,5,20,,30,35,2,12,,,,,,,,,,,,,,,,,,,5,,,,
88,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5700,
87,4,,,,,5,50,1,30,50,2,9,,,,,,,,,,,,,,,,,,,5,,,180,
80,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,3000,24000
71,5,6,,,,5,75,,50,10,2,17,10,10,10,80,50,50,1,8,8,8,5,2,2,2,0,,,,5,,,3000,24000
84,4,5,,,,5,80,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,150,
81,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
87,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,9999999,
87,5,4,,,,5,20,,50,50,1,8,,,,,,,,,,,,,,,,,,,5,,,20000,
86,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
61,3,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,999999998,,5,,,,
84,6,,,,,5,100,,50,,2,14,,,,,,,,,,,,,,,,,,,5,,,30000,
82,6,,,,,5,90,,30,5,2,17,,,,,,,,,,,,,,,,,,1000,5,,,160000,3000000
79,5,,,,,5,50,1,25,15,2,17,15,15,20,20,15,15,1,9,7,7,6,7,7,7,8,,,,5,,,75000,
83,5,,,,,5,65,,70,30,2,14,,,,,,,,,,,,,,,,,200000,,1,1200,50000,40000,
90,5,,,,,5,75,,50,10,1,16,,,,,,,,,,,,,,,,,200000,,1,1200,50000,40000,
79,5,,,,,5,20,,20,10,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
77,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999999,
76,1,,,,,1,70,,50,30,2,14,20,25,20,40,30,20,1,8,7,8,8,6,9,9,8,50001,475000,500000,1,10000,,18000,
76,5,,,,,5,50,1,10,2,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,9999999,
73,5,,,,,1,30,,10,10,1,16,,,,,,,,,,,,,,,,,,,1,999999998,,9999999,
85,5,,,,,5,60,,40,60,1,14,,,,,,,,,,,,,,,,,,,5,,,120000,
84,5,,,,,5,80,,100,,2,11,,,,,,,,,,,,,,,,,,,5,,,120000,
83,5,,,,,5,10,,50,0,1,12,0,0,0,50,100,100,1,10,5,5,5,0,0,0,0,,,,5,,,50000,
76,5,,,,,5,0,,,20,2,13,,,,,,,,,,,,,,,,,,,5,,,3000,
78,5,,,,,5,100,,100,,2,10,,,,,,,,,,,,,,,,,,,5,,,3000,
82,1,,,,,1,100,,50,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
82,4,,,,,5,0,,,100,2,9,,,,,,,,,,,,,,,,,,,5,,,,
85,4,,,,,5,0,,,0,1,3,,,,,,,,,,,,,,,,,,,5,,,,
88,5,,,,,5,90,,20,10,1,13,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,
90,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,
84,5,4,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,50000,
85,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,50000,
84,5,,,,,5,20,,40,10,2,12,,,,,,,,,,,,,,,,,,,5,,,5000,
83,5,,,,,5,75,,75,0,1,17,,,,,,,,,,,,,,,,,45000,,1,950000,,250000,60000
73,5,,,,,5,70,,40,20,2,16,,,,,,,,,,,,,,,,,45000,,1,950000,,250000,60000
79,5,,,,,5,75,,50,10,1,17,,,,,,,,,,,,,,,,,,,5,,,12000,
75,5,,,,,5,0,,,0,2,13,,,,,,,,,,,,,,,,,,,5,,,12000,
85,5,,,,,5,50,1,20,0,1,16,,,,,,,,,,,,,,,,,,,1,300000,,659000,85000
81,1,5,,,,1,0,,,,1,16,,,,,,,,,,,,,,,,,,,1,5250,100000,450000,999999998
77,5,,,,,5,0,,,,2,16,,,,,,,,,,,,,,,,,,,1,5250,100000,450000,999999998
84,6,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,999999998,,5,,,,
82,5,,,,,5,10,,5,10,1,12,,,,,,,,,,,,,,,,,20000,,5,,,4000,
79,5,,,,,5,60,,60,10,2,12,,,,,,,,,,,,,,,,,20000,,5,,,4000,
84,5,,,,,5,,,,,2,16,,,,,,,,,,,,,,,,,,,1,999999999,,100000,
86,5,,,,,5,50,1,50,25,1,12,,,,,,,,,,,,,,,,,999999998,,8,,,8000,
72,5,,,,,5,75,,75,30,2,13,,,,,,,,,,,,,,,,,999999998,,8,,,8000,
86,5,,,,,5,0,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,0,,,,1,8,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,50,2,,,1,16,50,50,50,50,50,50,-8,5,7,7,4,2,2,3,1,,,,1,-8,,100000,
77,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,-8,,100000,
82,5,,,,,5,0,,,0,1,6,,,,,,,,,,,,,,,,,,,5,,,,
79,5,,,,,5,,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,200,
82,5,,,,,5,0,,,50,2,6,,,,,,,,,,,,,,,,,,,5,,,803,
79,5,,,,,5,5,,0,0,2,10,,,,,,,,,,,,,,,,,,,5,,,,
86,5,,,,,5,5,,5,20,2,10,,,,,,,,,,,,,,,,,,,5,,,,
86,5,,,,,5,0,,,0,1,11,,,,,,,,,,,,,,,,,,,5,,,,
85,5,,,,,5,998,,,,2,7,,,,,,,,,,,,,,,,,,,5,,,,
85,5,,,,,5,10,,10,50,2,14,,,,,,,,,,,,,,,,,,,5,,,,
83,5,,,,,5,30,,30,30,1,12,,,,,,,,,,,,,,,,,,,5,,,150000,
79,5,6,,,,5,50,2,,,2,14,0,0,100,50,50,0,1,7,10,10,3,2,5,2,5,,,,5,,,150000,
77,5,4,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,-8,30000,
81,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
84,5,,,,,5,2,,1,10,2,16,,,,,,,,,,,,,,,,,,,5,,,2500,
78,5,,,,,5,10,,25,25,1,12,,,,,,,,,,,,,,,,,,,5,,,,
78,5,,,,,5,100,,100,,2,9,,,,,,,,,,,,,,,,,,,5,,,,
63,4,,,,,5,20,,40,10,2,10,,,,,,,,,,,,,,,,,,,5,,,,
66,5,,,,,5,30,,30,0,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
70,5,,,,,5,80,,50,0,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
78,5,6,,,,5,998,,,,2,12,0,5,5,0,0,10,1,7,5,5,5,0,0,5,4,,,,5,,,500,
81,5,,,,,5,70,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,80000,
61,1,,,,,1,50,8,,,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
81,5,,,,,5,50,2,,,2,12,50,50,75,75,75,95,1,5,5,5,3,0,3,2,2,,8000,,5,,,7000,
77,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
62,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,-8,
74,5,,,,,5,90,,30,10,1,12,,,,,,,,,,,,,,,,,,,5,,,98000,
79,5,,,,,5,80,,70,70,2,12,,,,,,,,,,,,,,,,,,,5,,,10000,
79,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,10000,
79,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,1200,
81,1,,,,,1,40,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
87,5,,,,,5,25,,15,50,2,16,,,,,,,,,,,,,,,,,,,5,,,35000,
89,5,,,,,5,80,,60,10,1,15,,,,,,,,,,,,,,,,,,,5,,,35000,
71,5,,,,,5,60,,10,50,2,13,,,,,,,,,,,,,,,,,,,5,,,,
73,5,,,,,5,50,2,,,1,,,,,,,,,,,,,,,,,,,,5,,,,
79,5,,,,,5,50,1,50,50,1,12,,,,,,,,,,,,,,,,,,,5,,,31000,245000
81,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,9000,
80,5,,,,,5,70,,25,20,1,16,50,10,10,10,90,10,1,10,10,10,9,10,9,10,0,,,,5,,,50000,
74,5,6,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,50000,
83,5,,,,,5,70,,80,50,1,16,,,,,,,,,,,,,,,,,,,1,999999999,9999999,9999999,
76,5,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,1,999999999,9999999,9999999,
86,5,,,,,5,998,,,,2,7,,,,,,,,,,,,,,,,,,,5,,,,
83,5,,,,,5,10,,10,80,2,10,,,,,,,,,,,,,,,,,,,5,,,18500,
84,5,,,,,5,998,,,,2,9,50,50,50,75,998,80,1,6,5,5,9,0,0,8,8,,,,5,,,9999999,
81,5,,,,,5,15,,10,20,1,12,,,,,,,,,,,,,,,,,,,5,,,,
79,5,,,,,5,20,,10,20,1,16,0,0,20,50,50,20,1,7,10,7,10,5,5,8,2,,,600000,1,250000,2000,200000,
61,5,6,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,600000,1,250000,2000,200000,
60,1,,,,,1,,,,,2,11,,,,,,,,,,,,,,,,0,,,5,,,,
66,5,,,,,5,50,2,,,2,8,,,,,,,,,,,,,,,,,,,5,,,2000,
72,5,,,,,1,25,,40,60,1,15,,,,,,,,,,,,,,,,,,,5,,,2000,
86,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
81,5,,,,,5,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,1,6200,,1100,
80,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,1,40000,,4000,
75,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,1,40000,,4000,
