hhidpn,hhid,pn,ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
21072010,021072,010,80,5,,,,,5,20,,10,25,2,16,,,,,,,,,,,,,,,,,,,5,,,10000,
21078010,021078,010,83,5,,,,,5,80,,50,50,2,3,,,,,,,,,,,,,,,,,,,5,,,10,
21081010,021081,010,89,7,5,,,,5,100,,998,,2,7,,,,,,,,,,,,,,,,,,,5,,,,
21137030,021137,030,73,5,,,,,5,70,,10,40,2,17,,,,,,,,,,,,,,,,,800000,,5,,,100000,25000
21141020,021141,020,82,4,,,,,5,80,,60,60,1,14,,,,,,,,,,,,,,,,,,,5,,,15000,
21163010,021163,010,81,6,,,,,5,10,,5,25,2,10,,,,,,,,,,,,,,,,,400000,,5,,,11000,40000
21163020,021163,020,83,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,400000,,5,,,11000,40000
21166010,021166,010,80,4,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
21169010,021169,010,81,5,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
21169040,021169,040,90,1,,,,,1,30,,40,70,1,11,,,,,,,,,,,,,,,,,,,5,,,,
21190010,021190,010,82,5,,,,,5,50,2,,,2,12,50,50,50,60,65,65,1,7,5,5,7,7,5,5,3,,,,1,999999998,,70000,10000
21190040,021190,040,91,5,,,,,5,,,,,1,3,,,,,,,,,,,,,,,,,,,1,999999998,,70000,10000
21227010,021227,010,80,5,,,,,5,50,2,,,1,15,,,,,,,,,,,,,,,,,,,5,,,125000,35000
21227020,021227,020,78,5,6,,,,5,30,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,125000,35000
21233010,021233,010,81,5,,,,,5,10,,20,50,2,13,,,,,,,,,,,,,,,,,,350000,5,,,250000,
21233020,021233,020,79,5,,,,,5,100,,0,,1,14,,,,,,,,,,,,,,,,,,350000,5,,,250000,
21242040,021242,040,70,5,,,,,5,40,,40,40,2,8,,,,,,,,,,,,,,,,,30000,,5,,,40500,
21269010,021269,010,84,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
21329010,021329,010,82,5,,,,,5,60,,30,20,2,14,,,,,,,,,,,,,,,,,,,5,,,2000,
21332010,021332,010,81,5,,,,,5,40,,50,60,1,12,,,,,,,,,,,,,,,,,,,5,,,,
21349010,021349,010,82,5,,,,,5,40,,25,25,1,17,,,,,,,,,,,,,,,,,,,1,600000,,150000,
21349020,021349,020,80,5,,,,,5,60,,40,10,2,17,,,,,,,,,,,,,,,,,,,1,600000,,150000,
21350010,021350,010,81,5,,,,,5,10,,0,20,1,13,,,,,,,,,,,,,,,,,385000,,5,,,19000,
21350040,021350,040,71,5,,,,,5,90,,90,10,2,13,30,30,10,10,20,30,1,9,7,7,8,8,7,6,2,,385000,,5,,,19000,
21359020,021359,020,81,5,,,,,5,50,2,,,2,11,,,,,,,,,,,,,,,,5000,,,5,,,,
21368010,021368,010,80,5,,,,,5,0,,,0,1,14,,,,,,,,,,,,,,,,,,,5,,,500,
21402030,021402,030,91,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
21410010,021410,010,87,5,,,,,5,80,,60,10,1,9,,,,,,,,,,,,,,,,,350000,,5,,9999999,9999999,999999999
21412010,021412,010,81,5,,,,,5,10,,0,0,1,12,,,,,,,,,,,,,,,,,999999998,,8,,,,
21412020,021412,020,79,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,999999998,,8,,,,
21416010,021416,010,78,5,,,,,5,20,,20,40,1,12,,,,,,,,,,,,,,,,,,,5,,,,
21416011,021416,011,68,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
21416040,021416,040,77,5,,,,,5,70,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,1500,
21416041,021416,041,69,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
21422010,021422,010,86,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,-8,-8,,,-8,
21423020,021423,020,87,5,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
21427010,021427,010,86,5,,,,,5,,,,,1,10,,,,,,,,,,,,,,,,,0,,5,,,9999999,
21485020,021485,020,80,5,,,,,5,0,,,50,1,17,,,,,,,,,,,,,,,,,,,5,,,100000,
21485030,021485,030,77,5,,,,,5,50,1,20,30,2,17,,,,,,,,,,,,,,,,,,,5,,,100000,
21507010,021507,010,79,5,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
21578011,021578,011,75,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,1,110000,,25000,
21582020,021582,020,79,4,,,,,5,8,,6,10,2,12,80,80,60,80,70,80,1,7,8,8,8,5,7,7,7,,,,5,,,,
21583010,021583,010,87,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
21583020,021583,020,82,5,6,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
21587010,021587,010,85,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,10000,2200000,20000,
21587040,021587,040,76,5,,,,,5,30,,30,0,1,16,,,,,,,,,,,,,,,,,,,1,10000,2200000,20000,
21668020,021668,020,83,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,0,,,5,,,2000,
21671020,021671,020,82,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
21675020,021675,020,86,5,,,,,5,30,,20,30,2,15,30,40,50,40,40,50,1,8,7,7,6,5,5,4,3,,,,5,,,3200,
21693011,021693,011,89,5,,,,,5,10,,10,10,1,14,,,,,,,,,,,,,,,,,,,5,,,,
21710020,021710,020,88,5,,,,,5,,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
21721030,021721,030,69,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,300,
21726020,021726,020,84,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
21743010,021743,010,75,5,,,,,5,0,,,50,1,17,,,,,,,,,,,,,,,,,,,5,,,1000,
21743011,021743,011,75,5,,,,,1,50,1,10,40,2,16,,,,,,,,,,,,,,,,,,,5,,,1000,
21743040,021743,040,70,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,-8,,,42000,73000
21746010,021746,010,78,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,,
21746020,021746,020,81,6,,,,,5,80,,50,30,2,16,,,,,,,,,,,,,,,,,,,5,,,,
21749010,021749,010,85,4,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
21774010,021774,010,89,5,,,,,5,10,,0,0,2,17,,,,,,,,,,,,,,,,,,,5,,,,
21791030,021791,030,76,5,6,,,,5,20,,40,50,2,12,,,,,,,,,,,,,,,,,,,5,,,40000,13000
21825021,021825,021,86,5,,,,,5,20,,10,40,1,15,,,,,,,,,,,,,,,,,,,-8,,,,
21835010,021835,010,81,5,,,,,5,25,,25,25,2,12,,,,,,,,,,,,,,,,,,,5,,,212,
21873010,021873,010,87,5,,,,,5,998,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,9999998,
21912020,021912,020,78,5,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
21912030,021912,030,75,5,,,,,1,10,,20,10,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
21922020,021922,020,80,5,6,,,,5,998,,,,1,10,50,20,10,998,998,10,1,8,8,8,5,98,0,8,0,,,,5,,,2000,
21922030,021922,030,77,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,2000,
21924010,021924,010,86,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,600,
21928010,021928,010,85,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,1,1709646,-8,10000,
21928020,021928,020,83,1,,,,,1,60,,50,30,2,17,,,,,,,,,,,,,,,,,,,1,1709646,-8,10000,
21997010,021997,010,79,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,20000,
21997040,021997,040,75,5,,,,,5,25,,10,25,2,12,50,65,60,75,75,90,1,8,4,4,3,0,0,0,0,,,,5,,,20000,
22026010,022026,010,84,6,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,99999998,9,,9999999,,7000
22026020,022026,020,88,5,6,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,99999998,9,,9999999,,7000
22027030,022027,030,90,5,,,,,5,25,,100,,2,12,,,,,,,,,,,,,,,,,,99999998,1,100000,,7000,
22034010,022034,010,79,5,,,,,1,75,,50,30,1,15,,,,,,,,,,,,,,,,,,,5,,,9999998,
22034020,022034,020,81,5,,,,,5,999,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,9999998,
22049010,022049,010,80,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,7000,,5,,,7000,
22052010,022052,010,80,5,,,,,5,35,,15,25,2,12,,,,,,,,,,,,,,,,,,,5,,,3500,
22052011,022052,011,82,5,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,3500,
22060010,022060,010,80,5,,,,,1,15,,10,25,2,12,25,35,15,40,30,15,1,5,10,10,8,6,5,5,2,,,,5,,,20000,
22061010,022061,010,80,5,,,,,5,50,1,50,50,1,16,,,,,,,,,,,,,,,,,,700000,5,,,25000,
22061020,022061,020,80,5,,,,,5,85,,15,15,2,14,,,,,,,,,,,,,,,,,,700000,5,,,25000,
22067010,022067,010,79,7,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,90000,5,,,1500,
22113040,022113,040,78,6,5,,,,5,80,,50,15,2,12,20,20,50,50,30,30,1,8,3,3,5,5,5,5,0,,,,1,10000,,83000,
22137010,022137,010,83,6,5,,,,5,60,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,70000,
22168010,022168,010,80,5,,,,,5,100,,50,,1,14,,,,,,,,,,,,,,,,,,,5,,,497,
22168020,022168,020,82,4,,,,,5,60,,40,50,2,11,20,50,60,80,20,80,1,5,2,2,8,2,2,2,1,,,,5,,,497,
22182010,022182,010,81,5,,,,,5,0,,,0,2,12,,,,,,,,,,,,,,,,,,,5,,,4100,
22182011,022182,011,80,1,5,,,,1,0,,,0,1,14,,,,,,,,,,,,,,,,,999999998,50000,5,,,150000,
22241010,022241,010,82,5,,,,,5,60,,10,20,2,17,,,,,,,,,,,,,,,,,,,1,505107,,40000,
22242010,022242,010,86,5,,,,,5,80,,10,20,1,17,,,,,,,,,,,,,,,,,,,1,3000,,13000,
22243010,022243,010,88,5,,,,,5,60,,70,20,2,17,,,,,,,,,,,,,,,,,,,5,,,75000,
22245010,022245,010,86,5,,,,,5,80,,50,40,1,17,,,,,,,,,,,,,,,,,,,5,,,80000,
22245020,022245,020,86,5,,,,,5,90,,40,30,2,16,,,,,,,,,,,,,,,,,,,5,,,80000,
22261010,022261,010,88,5,,,,,5,25,,50,0,1,12,,,,,,,,,,,,,,,,,,-8,5,,,-8,-8
22261011,022261,011,82,6,5,,,,5,998,,,,,,,,,,,,,,,,,,,,,,,-8,5,,,-8,-8
22262020,022262,020,80,6,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,1000000,5,,,5000,
22266020,022266,020,89,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
22267010,022267,010,84,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,192000,1,200000,9999998,40000,20000
22275010,022275,010,87,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,999999998,99999998,5,,,9999998,
22330010,022330,010,87,5,,,,,5,5,,10,5,2,13,,,,,,,,,,,,,,,,,999999999,,5,,,,
22330020,022330,020,87,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,999999999,,5,,,,
22335030,022335,030,77,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,3000,
22348010,022348,010,89,5,,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,5,,,,
22364010,022364,010,79,5,,,,,5,60,,60,40,2,16,,,,,,,,,,,,,,,,,,,5,,,1700,
22370010,022370,010,88,5,,,,,5,70,,80,0,2,12,,,,,,,,,,,,,,,,,,,8,,,32000,
22370020,022370,020,89,5,,,,,5,25,,25,25,1,12,,,,,,,,,,,,,,,,,,,8,,,32000,
22375040,022375,040,90,5,6,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
22383010,022383,010,89,5,,,,,5,,,,,2,14,,,,,,,,,,,,,,,,,,,1,200000,,50000,120000
22427010,022427,010,87,6,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,17000,
22470010,022470,010,78,4,,,,,5,80,,80,80,2,12,,,,,,,,,,,,,,,,,,,5,,,,
22492030,022492,030,67,5,,,,,5,10,,20,50,2,12,50,50,0,0,0,0,1,8,10,8,8,0,0,10,3,,,,5,,,9999999,
22522010,022522,010,85,5,,,,,5,100,,0,,1,16,,,,,,,,,,,,,,,,,,,1,999999998,,,
22523020,022523,020,79,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,1000040,,74000,
22523030,022523,030,77,5,6,,,,5,5,,5,5,2,12,,,,,,,,,,,,,,,,,,,1,1000040,,74000,
22545040,022545,040,90,5,,,,,5,,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,3000,
22563020,022563,020,80,5,6,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,,10000
22563021,022563,021,82,5,,,,,5,999,,,,2,9,,,,,,,,,,,,,,,,,,,1,999999998,,,10000
22572010,022572,010,79,6,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,350000,5,,,3000,
22574010,022574,010,78,6,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,99999998,1,999999998,,9999998,
22574020,022574,020,84,5,,,,,5,5,,5,5,1,12,10,10,5,10,5,15,1,6,7,8,8,8,7,8,4,,,99999998,1,999999998,,9999998,
22579010,022579,010,87,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
22599020,022599,020,82,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,12000,
22600010,022600,010,79,5,,,,,5,40,,25,20,1,17,,,,,,,,,,,,,,,,,60000,99999998,1,300000,,,
22600040,022600,040,71,5,,,,,5,60,,80,30,2,17,50,40,10,0,50,40,1,9,5,5,8,9,5,5,0,,60000,99999998,1,300000,,,
22602040,022602,040,76,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,50000,
22648030,022648,030,75,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,5001,,,1,100000,,9999998,
22648031,022648,031,61,5,6,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,10000,
22659011,022659,011,80,5,,,,,5,998,,,,2,12,0,55,0,0,0,0,1,10,10,10,10,98,5,10,98,,,,5,,,1000,
22726010,022726,010,82,5,,,,,5,75,,65,18,1,17,,,,,,,,,,,,,,,,,,,1,999999999,9999999,9999999,999999999
22738010,022738,010,84,5,,,,,5,70,,60,60,1,12,,,,,,,,,,,,,,,,,350000,,5,,,400000,
22764020,022764,020,81,5,,,,,5,70,,70,30,2,9,,,,,,,,,,,,,,,,,,,5,,,3000,
22811021,022811,021,77,5,,,,,5,80,,20,10,1,17,,,,,,,,,,,,,,,,,,,,,,,
22825030,022825,030,63,1,,,,,1,15,,20,20,2,8,,,,,,,,,,,,,,,,25001,,,5,,,10000,
22825031,022825,031,57,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,25001,,,5,,,10000,
22837040,022837,040,76,5,,,,,5,50,1,30,30,2,17,,,,,,,,,,,,,,,,,,300000,1,240000,,75000,20000
22841040,022841,040,72,5,,,,,5,50,2,,,1,5,,,,,,,,,,,,,,,,,,,5,,,,
22841041,022841,041,67,5,,,,,5,0,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,,
22860010,022860,010,88,5,,,,,5,25,,25,18,1,10,,,,,,,,,,,,,,,,,,,5,,,40000,
22861040,022861,040,90,4,,,,,5,20,,10,20,2,2,,,,,,,,,,,,,,,,,,,5,,,,
22879030,022879,030,77,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,1500,
22911020,022911,020,81,5,,,,,5,60,,20,50,2,12,,,,,,,,,,,,,,,,,,,1,6000,,75000,
22912030,022912,030,76,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,200000,5,,,400000,
22930020,022930,020,87,4,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
22938011,022938,011,75,1,,,,,1,40,,30,15,2,16,,,,,,,,,,,,,,,,,,,5,,,5000,
22965010,022965,010,78,4,,,,,5,100,,100,,2,5,,,,,,,,,,,,,,,,,,,5,,,,
22984010,022984,010,85,5,4,,,,5,25,,25,5,1,12,,,,,,,,,,,,,,,,,,200000,5,,,,
22984040,022984,040,76,6,,,,,5,100,,80,,2,12,,,,,,,,,,,,,,,,,,200000,5,,,,
23028020,023028,020,88,5,,,,,5,,,,,2,14,,,,,,,,,,,,,,,,,,,1,50000,,12000,
23067010,023067,010,82,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,600,
23105020,023105,020,89,5,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,1000,90000
23107030,023107,030,73,3,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,12000,
23119020,023119,020,78,5,,,,,5,80,,80,15,1,12,,,,,,,,,,,,,,,,,,,5,,,45000,
23119030,023119,030,74,5,,,,,5,100,,80,,2,12,0,0,0,20,20,0,1,6,9,9,9,8,8,8,5,,,,5,,,45000,
23186010,023186,010,78,5,1,,,,1,5,,5,5,1,17,,,,,,,,,,,,,,,,50001,,,5,,,9999998,
23186040,023186,040,76,1,,,,,1,60,,50,50,2,16,,,,,,,,,,,,,,,,50001,,,5,,,9999998,
23199010,023199,010,80,6,,,,,5,50,2,,,2,17,100,70,50,50,50,50,1,8,0,5,8,0,8,5,2,,19999,,5,,,40000,
23199020,023199,020,81,5,,,,,5,20,,50,20,1,17,,,,,,,,,,,,,,,,,19999,,5,,,40000,
23212010,023212,010,85,6,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,1,999999998,30000,3000,
23212020,023212,020,84,5,,,,,5,100,,30,,1,16,,,,,,,,,,,,,,,,,,,1,999999998,30000,3000,
23245010,023245,010,83,5,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,0,,99999999,5,,,9999999,
23245020,023245,020,84,5,,,,,5,,,,,1,15,,,,,,,,,,,,,,,,0,,99999999,5,,,9999999,
23254030,023254,030,77,7,,,,,5,998,,,,2,3,,,,,,,,,,,,,,,,,,,5,,,9999998,
23254031,023254,031,80,4,,,,,5,,,,,1,0,,,,,,,,,,,,,,,,,,,5,,,9999998,
23258010,023258,010,80,5,,,,,5,10,,20,30,1,12,,,,,,,,,,,,,,,,,,,5,,,,
23303020,023303,020,85,5,,,,,5,5,,15,80,2,12,,,,,,,,,,,,,,,,,,,5,,,,20000
23344020,023344,020,84,5,,,,,5,,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
23366010,023366,010,81,5,,,,,5,75,,25,30,1,14,,,,,,,,,,,,,,,,,,,5,,,12000,
23366020,023366,020,81,5,,,,,5,0,,,50,2,12,,,,,,,,,,,,,,,,,,,5,,,12000,
23387010,023387,010,78,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,9,,,9999999,
23401010,023401,010,85,4,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,50000,999999998
23401040,023401,040,73,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,50000,999999998
23425010,023425,010,79,5,,,,,5,75,,50,50,2,13,0,0,0,0,0,0,1,10,10,10,10,10,10,10,8,,,,1,999999999,,9999999,50000
23479030,023479,030,77,1,,,,,1,20,,30,50,2,12,,,,,,,,,,,,,,,,,195000,250000,1,999999998,,141000,80000
23489010,023489,010,83,5,,,,,5,10,,5,30,1,16,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
23489020,023489,020,83,5,,,,,5,,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
23524020,023524,020,81,5,,,,,5,0,,,65,1,12,,,,,,,,,,,,,,,,,125000,,5,,,65000,
23524030,023524,030,78,5,,,,,1,998,,,,2,10,,,,,,,,,,,,,,,,,125000,,5,,,65000,
23597010,023597,010,86,5,,,,,5,0,,,70,1,17,,,,,,,,,,,,,,,,,,,5,,,100000,200000
23597020,023597,020,83,5,3,,,,1,20,,20,90,2,17,,,,,,,,,,,,,,,,,,,5,,,100000,200000
23605020,023605,020,85,7,,,,,5,100,,100,,1,17,,,,,,,,,,,,,,,,,,,5,,,9600,
23605030,023605,030,75,6,,,,,5,10,,10,5,2,14,,,,,,,,,,,,,,,,,,,5,,,9600,
23639010,023639,010,79,4,,,,,5,20,,70,60,1,12,,,,,,,,,,,,,,,,,,,5,,,1128,
23640010,023640,010,86,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,700000,20000,25000,
23677010,023677,010,78,5,,,,,5,60,,20,40,1,14,,,,,,,,,,,,,,,,,,,1,1350000,,105000,20000
23677011,023677,011,73,5,,,,,5,60,,20,20,2,17,,,,,,,,,,,,,,,,,,,1,1350000,,105000,20000
23678020,023678,020,80,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
23678030,023678,030,77,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
23685030,023685,030,72,5,,,,,5,25,,50,998,2,14,,,,,,,,,,,,,,,,,,,5,,,9999998,50000
23701030,023701,030,77,5,,,,,5,40,,0,998,1,4,,,,,,,,,,,,,,,,,,,5,,,,
23713030,023713,030,74,5,,,,,5,30,,50,50,2,10,,,,,,,,,,,,,,,,,20000,,5,,,18000,
23716011,023716,011,63,4,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
23752010,023752,010,82,4,,,,,5,0,,,10,2,12,,,,,,,,,,,,,,,,,,,5,,,,
23752011,023752,011,65,1,,,,,1,,,,,1,9,,,,,,,,,,,,,,,,,,,5,,,,
23754030,023754,030,75,5,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,200000,,5,,,70000,
23756040,023756,040,77,5,,,,,5,60,,50,50,2,13,,,,,,,,,,,,,,,,,30000,10000,5,,,900,
23817010,023817,010,86,5,,,,,5,50,2,,,2,9,,,,,,,,,,,,,,,,,,,5,,,2000,
23827010,023827,010,84,5,,,,,5,0,,,50,1,5,,,,,,,,,,,,,,,,,,,5,,,,
23827040,023827,040,91,4,5,,,,5,,,,,2,7,,,,,,,,,,,,,,,,,,,5,,,,
23831010,023831,010,79,5,,,,,5,30,,10,20,1,5,,,,,,,,,,,,,,,,,,,5,,,,
23831040,023831,040,67,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
23844010,023844,010,79,5,,,,,5,30,,50,10,1,17,,,,,,,,,,,,,,,,,,,5,,,50000,
23876010,023876,010,81,4,,,,,5,0,,,0,2,10,,,,,,,,,,,,,,,,,,,5,,,9999999,
23919010,023919,010,78,5,,,,,5,80,,50,0,2,11,,,,,,,,,,,,,,,,,,,5,,,900,
23967010,023967,010,81,5,,,,,5,998,,,,1,15,998,998,998,998,998,998,1,98,98,98,98,98,98,98,98,,,,5,,,9999998,
23967011,023967,011,64,6,,,,,5,80,,80,60,2,9,,,,,,,,,,,,,,,,,,,5,,,,
23967040,023967,040,60,1,,,,,1,50,2,,,2,5,,,,,,,,,,,,,,,,,,,5,,,,
24014010,024014,010,81,5,,,,,5,50,1,50,50,1,17,,,,,,,,,,,,,,,,,,,1,125000,,6000,
24014040,024014,040,75,5,,,,,5,80,,80,50,2,14,50,50,50,30,-8,50,-8,7,4,4,7,7,5,5,0,,,,1,125000,,6000,
24039020,024039,020,81,5,,,,,5,20,,0,80,2,12,,,,,,,,,,,,,,,,,,,5,,200000,,
24055010,024055,010,84,1,,,,,1,,,,,1,12,,,,,,,,,,,,,,,,,,0,5,,,9999999,
24055040,024055,040,74,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,0,5,,,9999999,
24056010,024056,010,83,5,,,,,5,75,,10,10,1,16,0,0,0,0,0,0,1,7,6,6,8,8,8,8,0,,,,1,800000,,100000,
24058011,024058,011,75,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,1,25000,,250000,
24065040,024065,040,91,5,6,,,,5,60,,50,50,2,14,,,,,,,,,,,,,,,,,,,,,,,
24075010,024075,010,86,5,,,,,5,75,,-8,,2,14,,,,,,,,,,,,,,,,,,,1,100000,,100000,750
24075012,024075,012,84,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,100000,,100000,750
24077010,024077,010,80,5,,,,,5,-8,,-8,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
24103010,024103,010,88,5,,,,,5,20,,25,5,1,16,15,25,25,25,25,25,1,9,3,5,9,7,9,5,2,,999999998,99999998,5,,,9999999,
24103020,024103,020,83,6,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,999999998,99999998,5,,,9999999,
24109010,024109,010,82,5,,,,,5,60,,25,25,1,16,,,,,,,,,,,,,,,,,,,1,413169,50572,146187,50000
24109040,024109,040,76,5,,,,,5,75,,50,25,2,15,,,,,,,,,,,,,,,,,,,1,413169,50572,146187,50000
24161010,024161,010,88,5,4,,,,5,100,,100,,1,7,,,,,,,,,,,,,,,,,,,5,,,,
24187020,024187,020,87,5,,,,,5,30,,10,10,1,9,50,40,10,30,30,40,1,8,8,8,8,6,6,5,5,,,,5,,,5000,
24218010,024218,010,81,5,,,,,5,998,,,,1,0,,,,,,,,,,,,,,,,,,,5,,,,
24231010,024231,010,84,5,,,,,5,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,20000,
24231020,024231,020,81,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,20000,
24238010,024238,010,80,5,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,9,,,,
24238020,024238,020,82,5,,,,,5,,,,,1,17,,,,,,,,,,,,,,,,,,,9,,,,
24274010,024274,010,84,5,,,,,5,60,,50,40,2,12,,,,,,,,,,,,,,,,,,,5,,,13000,
24280030,024280,030,78,5,,,,,5,75,,50,50,2,15,,,,,,,,,,,,,,,,,,,1,700000,9999998,5000,
24333040,024333,040,77,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,4000,
24366010,024366,010,80,5,,,,,5,60,,10,50,1,10,,,,,,,,,,,,,,,,,,,5,,,3000,
24366011,024366,011,56,1,,,,,1,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
24400020,024400,020,86,5,,,,,5,0,,,0,2,16,,,,,,,,,,,,,,,,,,,5,,,3200,
24403020,024403,020,87,5,,,,,5,0,,,0,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
24407010,024407,010,87,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,300000,,8000,
