hhidpn,hhid,pn,ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
541764020,541764,020,45,1,,,,,1,0,,,100,2,16,,,,,,,,,,,,,,,,,,,1,90000,0,4000,250
541765010,541765,010,57,1,,,,,1,75,,20,20,1,12,,,,,,,,,,,,,,,,,,,5,,,75000,
541766010,541766,010,59,2,,,,,5,60,,70,30,2,12,,,,,,,,,,,,,,,,,,,,,,,
541770010,541770,010,55,6,,,,,5,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,5,,,10000,
541770020,541770,020,47,1,,,,,1,25,,25,25,1,11,,,,,,,,,,,,,,,,,,,5,,,10000,
541773010,541773,010,57,1,,,,,1,0,,,0,1,15,,,,,,,,,,,,,,,,,,,5,,,,
541773020,541773,020,57,3,,,,,1,50,2,,,2,14,50,50,50,50,50,50,-8,8,5,5,5,5,5,5,3,,,,5,,,,
541774010,541774,010,56,1,,,,,1,75,,50,30,1,17,80,80,50,70,70,70,1,7,7,7,7,6,7,5,7,,,,5,,,15000,
541774020,541774,020,58,1,,,,,1,60,,60,40,2,17,,,,,,,,,,,,,,,,,,,5,,,15000,
541775010,541775,010,58,2,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
541776010,541776,010,54,2,,,,,5,30,,30,50,1,6,,,,,,,,,,,,,,,,,,,5,,,,
541776020,541776,020,50,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
541777010,541777,010,54,1,,,,,1,65,,60,50,1,12,,,,,,,,,,,,,,,,,,,5,,,2500,
541777020,541777,020,47,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,2500,
541778010,541778,010,55,1,,,,,1,50,2,,,2,6,,,,,,,,,,,,,,,,,,,5,,,0,
541778020,541778,020,52,4,,,,,5,80,,85,70,1,12,75,70,65,70,50,65,1,10,10,10,10,10,0,10,10,,,,5,,,0,
541780010,541780,010,56,1,,,,,1,75,,75,75,1,12,75,75,75,75,75,75,1,5,1,5,5,5,5,5,1,,,,5,,,,
541781010,541781,010,55,4,,,,,5,70,,70,50,2,14,,,,,,,,,,,,,,,,,,,5,,,,
541782010,541782,010,56,4,,,,,5,10,,30,60,1,11,100,1,1,1,1,1,1,10,10,10,10,10,10,7,7,,,,5,,,,
541783010,541783,010,57,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,30000,
541783020,541783,020,44,1,,,,,1,50,1,5,10,1,17,,,,,,,,,,,,,,,,,,,5,,,30000,
541787010,541787,010,60,7,,,,,5,90,,5,5,1,17,,,,,,,,,,,,,,,,,450000,,1,223000,,7000,
541787020,541787,020,54,5,,,,,5,20,,5,40,2,16,,,,,,,,,,,,,,,,,450000,,1,223000,,7000,
541789010,541789,010,57,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,2000,
541789011,541789,011,59,2,,,,,5,80,,70,20,1,,,,,,,,,,,,,,,,,,,,5,,,2000,
541791010,541791,010,60,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1500,
541791020,541791,020,60,1,,,,,1,30,,30,60,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
541796010,541796,010,59,1,,,,,1,0,,,30,2,13,,,,,,,,,,,,,,,,,,,5,,,,
541797010,541797,010,55,1,,,,,1,20,,10,10,1,7,,,,,,,,,,,,,,,,,,,5,,,,
541797020,541797,020,53,1,,,,,1,0,,,100,2,5,,,,,,,,,,,,,,,,,,,5,,,,
541801010,541801,010,56,4,,,,,5,60,,50,50,2,12,,,,,,,,,,,,,,,,,,,1,46000,,,
541801020,541801,020,60,1,,,,,1,75,,65,15,1,17,,,,,,,,,,,,,,,,,,,1,46000,,,
541810010,541810,010,55,1,,,,,1,80,,80,50,2,16,,,,,,,,,,,,,,,,,,,5,,,,
541810020,541810,020,51,1,,,,,1,70,,50,40,1,14,,,,,,,,,,,,,,,,,,,5,,,,
541813010,541813,010,55,1,,,,,1,90,,60,10,2,14,,,,,,,,,,,,,,,,,,,5,,,7100,
541815010,541815,010,55,1,,,,,1,20,,0,90,2,16,,,,,,,,,,,,,,,,,,250000,1,20000,,10000,
541815020,541815,020,57,1,,,,,1,60,,20,20,1,12,,,,,,,,,,,,,,,,,,250000,1,20000,,10000,
541816010,541816,010,59,4,5,,,,5,0,,,0,1,12,,,,,,,,,,,,,,,,,,,5,,,,
541817010,541817,010,60,1,,,,,1,80,,70,50,1,14,,,,,,,,,,,,,,,,,,,1,50000,,3000,999999998
541817020,541817,020,57,1,,,,,1,60,,60,50,1,16,,,,,,,,,,,,,,,,,,,1,50000,,3000,999999998
541818010,541818,010,56,4,,,,,5,20,,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,150,
541821010,541821,010,54,6,,,,,5,10,,5,10,2,4,,,,,,,,,,,,,,,,,,,5,,,,
541821020,541821,020,55,3,,,,,1,50,2,,,1,3,10,5,20,10,5,20,1,5,3,2,3,10,5,10,5,,,,5,,,,
541824010,541824,010,55,2,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,-8,-8
541830010,541830,010,57,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,10000,
541832010,541832,010,55,1,,,,,1,0,,,,1,9,,,,,,,,,,,,,,,,,,,5,,,,
541832020,541832,020,43,2,,,,,5,10,,50,10,2,4,,,,,,,,,,,,,,,,,,,5,,,,
541833010,541833,010,55,1,,,,,1,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,2500,
541837010,541837,010,58,4,,,,,5,50,2,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
541840010,541840,010,59,4,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
541841010,541841,010,57,1,,,,,1,75,,60,30,1,11,,,,,,,,,,,,,,,,,,,5,,,1000,
541845010,541845,010,59,3,,,,,1,40,,10,10,1,13,,,,,,,,,,,,,,,,,,,5,,,3000,
541847010,541847,010,55,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,25001,,,5,,,1200,
541848010,541848,010,57,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,20000,
541848020,541848,020,50,1,,,,,1,89,,50,10,2,17,,,,,,,,,,,,,,,,,,,5,,,20000,
541851010,541851,010,54,1,,,,,1,30,,40,40,2,16,,,,,,,,,,,,,,,,,,,5,,,20000,
541853010,541853,010,56,3,,,,,1,80,,80,10,2,14,,,,,,,,,,,,,,,,,,,5,,,100,
541860010,541860,010,59,1,,,,,1,90,,50,5,1,16,,,,,,,,,,,,,,,,,,,5,,,,
541860020,541860,020,58,6,,,,,5,30,,30,10,2,15,,,,,,,,,,,,,,,,,,,5,,,,
541862010,541862,010,57,1,,,,,1,50,1,25,25,2,15,,,,,,,,,,,,,,,,,,,5,,,700,
541865010,541865,010,57,6,,,,,5,50,1,60,40,2,12,,,,,,,,,,,,,,,,,,0,5,,,75000,
541865020,541865,020,60,1,,,,,1,70,,20,20,1,16,,,,,,,,,,,,,,,,,,0,5,,,75000,
541866010,541866,010,60,1,,,,,1,50,2,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
541872010,541872,010,59,2,,,,,5,100,,100,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
541878010,541878,010,55,1,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,30000,
541879020,541879,020,53,4,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,-8,
541880010,541880,010,54,1,,,,,1,50,1,25,52,2,12,,,,,,,,,,,,,,,,,,,5,,,,
541881010,541881,010,55,1,,,,,1,30,,10,5,1,5,,,,,,,,,,,,,,,,,999999998,,5,,,15000,
541881020,541881,020,55,7,,,,,5,60,,50,30,2,9,,,,,,,,,,,,,,,,,999999998,,5,,,15000,
541883010,541883,010,58,,,,,,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,
541886010,541886,010,56,1,,,,,1,-8,,-8,,2,17,,,,,,,,,,,,,,,,100001,999999998,,5,,,3000,
541886020,541886,020,59,1,,,,,1,70,,75,25,1,16,85,70,65,60,50,30,1,7,2,2,5,4,5,6,0,100001,999999998,,5,,,3000,
541891010,541891,010,59,7,,,,,5,70,,20,20,2,17,,,,,,,,,,,,,,,,,,,5,,,10000,
541892010,541892,010,60,1,,,,,1,90,,30,30,2,13,,,,,,,,,,,,,,,,,,,5,,,200,
541893010,541893,010,56,1,,,,,1,30,,50,80,2,17,,,,,,,,,,,,,,,,,,,5,,,10000,
541894010,541894,010,59,5,,,,,5,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,4000,
541905010,541905,010,56,1,5,,,,1,60,,20,20,1,16,,,,,,,,,,,,,,,,,,,5,,,,
541919020,541919,020,52,1,,,,,1,100,,100,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
541921010,541921,010,57,4,,,,,5,30,,30,50,2,8,,,,,,,,,,,,,,,,,,,5,,,,
541921020,541921,020,52,1,,,,,1,50,2,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
541922010,541922,010,55,4,,,,,5,,,,,1,3,,,,,,,,,,,,,,,,,,,5,,,,
541922020,541922,020,53,1,,,,,1,0,,,0,2,6,,,,,,,,,,,,,,,,,,,5,,,,
541923010,541923,010,56,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,150,
541923020,541923,020,46,1,,,,,1,40,,40,50,1,15,,,,,,,,,,,,,,,,,,,5,,,150,
541925020,541925,020,58,4,,,,,5,60,,20,50,2,16,,,,,,,,,,,,,,,,,,,5,,,,
541926010,541926,010,55,4,,,,,5,5,,5,2,2,14,,,,,,,,,,,,,,,,,999999998,,5,,,,
541927010,541927,010,56,1,,,,,1,0,,,100,2,13,,,,,,,,,,,,,,,,,,,5,,,500,
541928010,541928,010,58,3,,,,,1,90,,90,70,2,0,,,,,,,,,,,,,,,,0,,,5,,,,
541930020,541930,020,49,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
541931010,541931,010,58,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,20000,
541935010,541935,010,60,4,,,,,5,40,,60,10,1,12,,,,,,,,,,,,,,,,,,,5,,,10,
541936010,541936,010,59,7,,,,,5,100,,20,,1,5,,,,,,,,,,,,,,,,,,,5,,,,
541936011,541936,011,56,1,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,
541938010,541938,010,56,1,,,,,1,999,,,,1,12,,,,,,,,,,,,,,,,50001,,,5,,,,
541939010,541939,010,56,4,,,,,5,80,,20,10,1,14,,,,,,,,,,,,,,,,,,,5,,,60,
541940010,541940,010,57,4,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
541944010,541944,010,59,4,,,,,5,0,,,100,2,,,,,,,,,,,,,,,,,,,,5,,,,
541944020,541944,020,58,4,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
541948010,541948,010,58,1,,,,,1,80,,40,40,1,13,,,,,,,,,,,,,,,,,50000,,5,,,25000,
541948020,541948,020,42,2,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,50000,,5,,,25000,
541949010,541949,010,60,4,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,9999999,
541954010,541954,010,59,3,,,,,1,8,,8,8,2,13,,,,,,,,,,,,,,,,,,,5,,,,
541954020,541954,020,59,4,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,,
541956010,541956,010,59,1,,,,,1,65,,25,40,2,17,,,,,,,,,,,,,,,,,,,5,,,14000,2000
541959010,541959,010,57,1,,,,,1,35,,10,20,1,16,,,,,,,,,,,,,,,,,,,1,30000,,2000,
541962010,541962,010,56,1,,,,,1,50,1,50,50,1,16,,,,,,,,,,,,,,,,,,,1,15000,,5000,
541963010,541963,010,57,1,,,,,1,30,,50,75,2,12,,,,,,,,,,,,,,,,,,,5,,,1500,
541964010,541964,010,55,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,16000,
541965010,541965,010,56,1,,,,,1,0,,,20,2,16,,,,,,,,,,,,,,,,,,,5,,,,
541968010,541968,010,57,6,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,3000,,5,,,1500,
541970010,541970,010,55,7,,,,,5,50,1,30,60,1,12,,,,,,,,,,,,,,,,,400000,,5,,,15000,
541970020,541970,020,53,1,,,,,1,75,,75,40,2,16,,,,,,,,,,,,,,,,,400000,,5,,,15000,
541971010,541971,010,54,4,,,,,5,50,2,,,2,11,,,,,,,,,,,,,,,,,,,5,,,2200,
541971020,541971,020,59,4,,,,,5,50,2,,,1,11,0,50,0,0,0,30,1,5,8,8,10,0,0,5,2,,,,5,,,2200,
541973010,541973,010,54,4,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
541979010,541979,010,58,7,,,,,5,100,,100,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
541980010,541980,010,58,5,4,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
541981010,541981,010,55,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,800,
541985020,541985,020,58,1,,,,,1,0,,,0,2,12,,,,,,,,,,,,,,,,,,,,,,,
541987010,541987,010,58,4,,,,,5,85,,70,75,1,7,80,70,10,50,50,75,1,5,8,10,7,8,7,8,5,,14000,,5,,,160000,
541987020,541987,020,54,1,,,,,1,80,,100,,2,17,,,,,,,,,,,,,,,,,14000,,5,,,160000,
541988010,541988,010,68,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,10000,
541989010,541989,010,58,2,,,,,5,30,,20,10,2,14,,,,,,,,,,,,,,,,25000,,,5,,,3000,
541991010,541991,010,55,1,,,,,1,,,,,2,13,50,30,60,70,20,50,1,5,9,9,5,3,7,5,4,0,,,9,,,,
541992010,541992,010,57,4,,,,,5,998,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
541992020,541992,020,58,1,,,,,1,30,,25,25,2,14,,,,,,,,,,,,,,,,,,,5,,,,
541993010,541993,010,58,4,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
541993020,541993,020,70,5,,,,,5,10,,70,50,2,13,,,,,,,,,,,,,,,,,,,5,,,,
541995010,541995,010,55,1,,,,,1,30,,30,50,2,12,20,30,80,20,30,90,-8,8,2,5,1,5,5,2,0,,,,5,,,,
541995020,541995,020,53,1,,,,,1,40,,30,60,1,14,80,80,80,60,35,60,-8,6,2,2,4,4,6,4,0,,,,5,,,,
541996011,541996,011,56,1,,,,,1,70,,60,50,1,,,,,,,,,,,,,,,,,,,,,,,,
541996020,541996,020,58,1,,,,,1,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,
541998010,541998,010,55,1,,,,,1,70,,10,30,1,17,,,,,,,,,,,,,,,,,,,1,500000,,,
542001010,542001,010,57,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,100000,
542003010,542003,010,59,4,,,,,5,30,,40,60,1,15,,,,,,,,,,,,,,,,,,,5,,,800,
542004010,542004,010,55,6,,,,,5,30,,20,20,2,12,,,,,,,,,,,,,,,,,,,,,,,
542008010,542008,010,58,6,,,,,1,50,1,40,60,2,12,,,,,,,,,,,,,,,,,,,1,14500,78000,36000,
542008020,542008,020,59,1,,,,,1,90,,50,50,1,16,,,,,,,,,,,,,,,,,,,1,14500,78000,36000,
542016010,542016,010,56,1,7,,,,1,70,,80,40,1,17,,,,,,,,,,,,,,,,,999999998,,5,,,,
542017010,542017,010,56,1,7,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,6000,5,,,16000,
542019010,542019,010,59,5,,,,,1,70,,20,20,1,17,25,30,15,50,50,25,1,8,8,7,8,5,6,7,5,,1500000,,5,,,80000,
542019020,542019,020,57,1,,,,,1,70,,20,50,2,17,,,,,,,,,,,,,,,,,1500000,,5,,,80000,
542026010,542026,010,55,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,2400,
542026020,542026,020,50,4,,,,,5,20,,10,30,2,12,,,,,,,,,,,,,,,,,,,5,,,2400,
542032010,542032,010,58,4,,,,,5,7,,5,15,2,12,,,,,,,,,,,,,,,,,,,5,,,,
542038010,542038,010,54,1,,,,,1,70,,60,60,2,12,,,,,,,,,,,,,,,,,50000,,5,,,,
542038020,542038,020,54,1,,,,,1,50,2,,,1,0,,,,,,,,,,,,,,,,,50000,,5,,,,
542040010,542040,010,60,1,,,,,1,75,,95,50,2,16,,,,,,,,,,,,,,,,,,,1,1500,,2500,
542048010,542048,010,59,4,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,9,,,,
542050010,542050,010,58,1,,,,,1,90,,25,25,1,16,,,,,,,,,,,,,,,,,100000,,5,,,40000,
542054020,542054,020,58,1,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,,,,,,,
542057010,542057,010,57,5,,,,,5,95,,90,10,2,16,,,,,,,,,,,,,,,,,,300000,1,200000,,13000,20000
542057020,542057,020,58,1,,,,,1,80,,80,15,1,16,,,,,,,,,,,,,,,,,,300000,1,200000,,13000,20000
542058010,542058,010,56,4,,,,,5,0,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
542059010,542059,010,59,1,,,,,1,80,,10,20,2,17,,,,,,,,,,,,,,,,,300000,30000,1,2000000,,500000,50000
542060010,542060,010,57,1,,,,,1,70,,20,20,1,17,,,,,,,,,,,,,,,,,,,5,,,20000,
542060020,542060,020,56,1,,,,,1,80,,50,30,2,16,,,,,,,,,,,,,,,,,,,5,,,20000,
542061010,542061,010,56,1,,,,,1,40,,60,70,1,15,,,,,,,,,,,,,,,,,,,5,,,7000,
542061020,542061,020,52,1,,,,,1,80,,50,50,2,9,,,,,,,,,,,,,,,,,,,5,,,7000,
542062010,542062,010,59,4,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,9,,,,
542062020,542062,020,63,4,5,,,,5,50,1,50,60,2,16,,,,,,,,,,,,,,,,,,,9,,,,
542063010,542063,010,60,1,,,,,1,100,,50,,1,14,,,,,,,,,,,,,,,,,,,5,,,3000,
542065010,542065,010,57,1,,,,,1,50,1,10,5,2,12,,,,,,,,,,,,,,,,,,,1,2000,,-8,
542068010,542068,010,60,4,,,,,5,100,,100,,2,11,0,0,0,0,0,0,1,5,4,4,0,0,0,5,0,,,,5,,,,
542072010,542072,010,58,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,15000,,5,,,25000,10000
542072020,542072,020,59,2,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,15000,,5,,,25000,10000
542074010,542074,010,59,1,,,,,1,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,0,
542074020,542074,020,49,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,0,
542079010,542079,010,59,5,,,,,5,60,,20,40,1,17,,,,,,,,,,,,,,,,,,,5,,,10000,
542079020,542079,020,49,1,,,,,1,40,,30,50,2,16,,,,,,,,,,,,,,,,,,,5,,,10000,
542084010,542084,010,59,1,,,,,1,80,,40,30,1,17,,,,,,,,,,,,,,,,,1200000,0,5,,,150000,
542084020,542084,020,52,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,1200000,0,5,,,150000,
542090010,542090,010,59,1,,,,,1,55,,55,30,2,14,40,10,10,75,30,50,1,5,7,7,5,2,8,6,4,,999999998,99999998,1,999999998,,19000,5000
542092010,542092,010,55,1,,,,,1,50,1,50,50,1,14,,,,,,,,,,,,,,,,,,,5,,,600,
542092020,542092,020,54,6,,,,,5,10,,1,50,2,14,,,,,,,,,,,,,,,,,,,5,,,600,
542094010,542094,010,57,4,1,,,,1,100,,100,,2,15,,,,,,,,,,,,,,,,,,,5,,,0,
542094020,542094,020,53,1,,,,,1,0,,,100,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
542095010,542095,010,58,1,,,,,1,998,,,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
542099010,542099,010,57,1,,,,,1,50,2,,,2,9,,,,,,,,,,,,,,,,0,,,5,,,,
542101010,542101,010,56,4,,,,,5,0,,,0,1,10,,,,,,,,,,,,,,,,,,,5,,,1700,
542109010,542109,010,54,4,,,,,5,998,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,0,
542112010,542112,010,55,7,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,58000,
542114010,542114,010,54,1,,,,,1,50,1,40,40,1,12,,,,,,,,,,,,,,,,,,,5,,,3000,
542114020,542114,020,50,1,,,,,1,60,,60,40,2,14,80,80,60,30,60,90,1,4,5,5,5,6,5,4,0,,,,5,,,3000,
542115010,542115,010,55,2,6,,,,5,20,,20,50,1,16,50,50,0,20,50,50,-8,6,8,5,10,5,5,5,5,,,,5,,,50000,
542116010,542116,010,58,1,,,,,1,998,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,5000,
542116020,542116,020,54,1,,,,,1,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,5000,
542120010,542120,010,60,1,,,,,1,10,,30,60,1,17,50,50,70,10,30,70,1,9,5,5,3,8,5,2,7,50001,,,5,,,9999999,
542121010,542121,010,58,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,3000,
542121020,542121,020,69,5,1,,,,1,75,,70,40,1,17,,,,,,,,,,,,,,,,,,,1,20000,,5000,
542127010,542127,010,58,1,,,,,1,60,,40,90,1,12,,,,,,,,,,,,,,,,,,,5,,,,
542128010,542128,010,58,1,,,,,1,70,,75,25,1,17,,,,,,,,,,,,,,,,,20000,,5,,,25000,
542128020,542128,020,52,1,,,,,1,,,,,2,15,,,,,,,,,,,,,,,,,20000,,5,,,25000,
542131010,542131,010,55,2,,,,,5,999,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,12,
542134010,542134,010,58,6,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,-8,,,-8,
542134020,542134,020,48,1,,,,,1,70,,70,50,1,17,,,,,,,,,,,,,,,,,,,-8,,,-8,
542136010,542136,010,57,1,,,,,1,50,1,30,20,1,17,,,,,,,,,,,,,,,,,,,5,,,200000,
542136020,542136,020,67,6,,,,,5,50,1,50,50,2,,,,,,,,,,,,,,,,,,,,5,,,200000,
542139010,542139,010,59,1,,,,,1,60,,70,80,2,4,,,,,,,,,,,,,,,,,,,5,,,,
542139020,542139,020,59,2,,,,,5,,,,,1,8,,,,,,,,,,,,,,,,,,,5,,,,
542141010,542141,010,59,1,,,,,1,90,,90,20,1,14,,,,,,,,,,,,,,,,,,,1,1500,,20000,
542144010,542144,010,57,1,,,,,1,20,,10,50,1,16,,,,,,,,,,,,,,,,,100000,,5,,,,
542153010,542153,010,57,,,,,,1,25,,25,25,2,17,,,,,,,,,,,,,,,,,,,5,,,1500,
542153020,542153,020,57,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,1500,
542154010,542154,010,60,5,,,,,5,25,,10,25,2,16,,,,,,,,,,,,,,,,,,,1,999999999,-8,-8,
542157010,542157,010,58,7,,,,,5,40,,40,20,1,12,,,,,,,,,,,,,,,,,,,5,,,4500,
542160010,542160,010,56,5,1,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,70000,900000,1,999999998,,160000,
542160020,542160,020,57,1,,,,,1,998,,,,1,16,,,,,,,,,,,,,,,,,70000,900000,1,999999998,,160000,
542163020,542163,020,50,1,,,,,1,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,4500,
542164010,542164,010,55,1,,,,,1,40,,40,70,1,12,,,,,,,,,,,,,,,,,,,5,,,800,
542164020,542164,020,54,6,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,800,
542165020,542165,020,58,6,,,,,5,999,,,,2,12,50,50,80,60,999,80,1,9,5,5,5,6,99,5,0,,,,5,,,3979,
542173010,542173,010,55,2,,,,,5,60,,50,25,1,12,5,20,10,10,7,25,1,5,4,9,5,10,8,6,5,,,,5,,,,
542174010,542174,010,56,1,,,,,1,30,,30,20,1,6,,,,,,,,,,,,,,,,5001,,,5,,,,
542174020,542174,020,57,1,,,,,1,998,,,,2,7,,,,,,,,,,,,,,,,5001,,,5,,,,
542180010,542180,010,59,1,,,,,1,95,,80,10,2,17,,,,,,,,,,,,,,,,,,5000,1,85000,,20000,
542180020,542180,020,60,1,,,,,1,70,,30,20,1,16,,,,,,,,,,,,,,,,,,5000,1,85000,,20000,
542181010,542181,010,56,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,50000,,,5,,,9999999,
542181020,542181,020,57,1,,,,,1,20,,40,70,2,12,,,,,,,,,,,,,,,,50000,,,5,,,9999999,
542182010,542182,010,55,5,4,,,,5,100,,80,,2,10,,,,,,,,,,,,,,,,,,,5,,,400,
542183010,542183,010,55,1,,,,,1,50,2,,,2,9,,,,,,,,,,,,,,,,,,,5,,,,
542184010,542184,010,58,4,,,,,5,40,,30,30,2,13,,,,,,,,,,,,,,,,,,,5,,,,
542185010,542185,010,57,4,,,,,5,40,,40,10,2,9,,,,,,,,,,,,,,,,,,,5,,,9999998,
542188010,542188,010,58,3,,,,,1,80,,50,80,1,12,,,,,,,,,,,,,,,,0,,,5,,,,
542191010,542191,010,60,4,,,,,5,10,,10,10,2,12,,,,,,,,,,,,,,,,,,,5,,,,
542192010,542192,010,55,1,,,,,1,60,,45,10,1,12,,,,,,,,,,,,,,,,,,,5,,,,
542194010,542194,010,55,1,,,,,1,998,,,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
542195010,542195,010,56,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,16,
542198010,542198,010,60,4,,,,,5,10,,5,10,2,12,,,,,,,,,,,,,,,,,,,5,,,400,
542198020,542198,020,58,1,,,,,1,30,,10,10,1,0,,,,,,,,,,,,,,,,,,,5,,,400,
542200010,542200,010,58,1,,,,,1,100,,998,,1,11,,,,,,,,,,,,,,,,,,,5,,,3500,
542201020,542201,020,47,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
542203010,542203,010,59,1,,,,,1,100,,80,,1,7,,,,,,,,,,,,,,,,,,,5,,,,
542204010,542204,010,57,4,,,,,5,20,,0,60,1,12,,,,,,,,,,,,,,,,,,50000,-8,,,600,
542204020,542204,020,59,1,,,,,1,50,1,50,50,2,17,,,,,,,,,,,,,,,,,,50000,-8,,,600,
542206010,542206,010,60,1,,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,,
542207010,542207,010,60,5,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,1,10000,,20000,
542207020,542207,020,68,5,,,,,5,50,1,25,25,2,16,,,,,,,,,,,,,,,,,,,1,10000,,20000,
542208010,542208,010,58,4,,,,,5,0,,,0,2,16,,,,,,,,,,,,,,,,,,,5,,,0,
542211010,542211,010,58,1,,,,,1,70,,50,20,1,9,,,,,,,,,,,,,,,,,,,5,,,,
542214010,542214,010,58,4,,,,,5,40,,50,998,2,12,,,,,,,,,,,,,,,,,,,8,,,2000,
542218010,542218,010,56,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,25001,,,5,,,200,
542218020,542218,020,53,1,,,,,1,50,2,,,1,11,80,80,95,100,100,100,1,5,0,0,0,0,0,0,0,25001,,,5,,,200,
